0.00026582,0.945,0.9333,1,1,1,0.2
0.0069525,2.137,0.2167,0,0,1,0.5
5.4947E-12,0.011,0,1,1,0.090909090909091,0.6
2.5987E-10,0.03,0.9833,0.166666666666667,0.5,0,2.7
8.0264E-11,0.022,0.55,0.166666666666667,0.5,0,3.4
7.2246E-05,0.682,0.4833,1,1,1,4.3
8.9785E-06,0.405,0.0667,1,1,1,4.8
0.00067877,1.195,0.7333,0,0,0.090909090909091,5.5
1.3026E-16,0.001,0.7333,1,1,0,7.2
0.0028156,1.705,0.0667,0,0,1,9.9
7.2136E-11,0.022,0.4833,1,1,0.090909090909091,10.7
1.3956E-10,0.025,0.6833,1,1,0.090909090909091,15.6
2.712E-07,0.169,0.0167,0,0,0,16.8
0.0089815,2.278,0.2667,0,0,1,17.2
1.6195E-11,0.015,0.1833,0.166666666666667,0.5,0,20.5
0.025569,2.959,0.5167,0,0,1,20.6
4.8705E-05,0.618,0.3833,1,1,1,21.2
0.018213,2.719,0.95,0.166666666666667,0.5,1,26.1
1.0225E-10,0.024,0.5834,1,1,0.090909090909091,27.1
6.2049E-18,0.001,0.5333,1,1,0,28.4
0.045995,3.427,0.7,0,0,1,29.4
9.5938E-07,0.232,0.2167,0,0,0,31.5
0.033906,3.176,0.6,0,0,1,34.8
0.012724,2.486,0.8,0.166666666666667,0.5,1,36.8
1.0821E-06,0.239,0.65,0.166666666666667,0.5,0.090909090909091,39.4
1.089E-16,0.001,0.7,1,1,0,39.4
1.6491E-06,0.265,0.8,0.166666666666667,0.5,0.090909090909091,40.6
2.217E-11,0.016,0.2167,1,1,0.090909090909091,42.3
2.7585E-10,0.03,0.95,1,1,0.090909090909091,42.3
0.0012489,1.391,0.9833,0,0,0.090909090909091,43.1
1.5216E-11,0.015,0.15,1,1,0.090909090909091,43.4
0.00017653,0.853,0.7667,1,1,1,43.6
4.6355E-17,0.001,0.6,1,1,0,51.4
0.00071066,1.208,0.75,0,0,0.090909090909091,52.2
0.00025597,0.936,0.9166,1,1,1,52.7
0.00012061,0.776,0.2667,0,0,0.090909090909091,56.3
0.030386,3.09,0.5667,0,0,1,57.4
6.602E-07,0.211,0.15,0,0,0,59
2.8636E-11,0.017,0.2667,1,1,0.090909090909091,59.3
0.00015382,0.824,0.7167,1,1,1,59.4
1.3443E-06,0.252,0.2833,0,0,0,59.5
1.1152E-11,0.014,0.1,1,1,0.090909090909091,60.7
0.00013082,0.791,0.2833,0,0,0.090909090909091,61.2
0.00016118,0.834,0.7333,1,1,1,64.9
5.3622E-08,0.113,0.0167,0.166666666666667,0.5,0.090909090909091,65.7
8.1534E-05,0.703,0.5167,1,1,1,66.5
1.2833E-05,0.443,0.9833,0,0,0,67.3
